Date ,Time,PV gen (kW),Load (kW),temp (C),residual
1/1/15,0:00:00,0,0.468530464,23.724,0.468530464
1/1/15,1:00:00,0,0.421974102,23.117,0.421974102
1/1/15,2:00:00,0,0.431843871,22.713,0.431843871
1/1/15,3:00:00,0,0.408764035,22.197,0.408764035
1/1/15,4:00:00,0,0.388010428,21.737,0.388010428
1/1/15,5:00:00,0,0.409568585,21.364,0.409568585
1/1/15,6:00:00,0.168,0.428185119,22.403,0.260185119
1/1/15,7:00:00,0.553,0.387317161,24.156,-0.165682839
1/1/15,8:00:00,1.044,0.347192089,26.256,-0.696807911
1/1/15,9:00:00,1.517,0.319467343,28.193,-1.197532657
1/1/15,10:00:00,1.747,0.284743224,28.849,-1.462256776
1/1/15,11:00:00,1.955,0.250822195,30.592,-1.704177805
1/1/15,12:00:00,1.888,0.333340815,31.525,-1.554659185
1/1/15,13:00:00,1.842,0.433241729,32.1,-1.408758271
1/1/15,14:00:00,1.927,0.552029498,32.906,-1.374970502
1/1/15,15:00:00,1.822,0.714870343,33.414,-1.107129657
1/1/15,16:00:00,1.424,0.921596028,33.241,-0.502403972
1/1/15,17:00:00,0.869,1.13581862,32.565,0.26681862
1/1/15,18:00:00,0.339,1.266012471,31.617,0.927012471
1/1/15,19:00:00,0.059,1.250746634,29.637,1.191746634
1/1/15,20:00:00,0,1.138175761,28.21,1.138175761
1/1/15,21:00:00,0,0.973577541,26.475,0.973577541
1/1/15,22:00:00,0,0.759513186,24.907,0.759513186
1/1/15,23:00:00,0,0.607853042,24.361,0.607853042
1/2/15,0:00:00,0,0.62371243,24.272,0.62371243
1/2/15,1:00:00,0,0.50640114,24.069,0.50640114
1/2/15,2:00:00,0,0.547897295,23.807,0.547897295
1/2/15,3:00:00,0,0.524812808,23.517,0.524812808
1/2/15,4:00:00,0,0.530773366,23.357,0.530773366
1/2/15,5:00:00,0,0.537902941,23.366,0.537902941
1/2/15,6:00:00,0.147,0.601450782,25.099,0.454450782
1/2/15,7:00:00,0.567,0.650462338,28.017,0.083462338
1/2/15,8:00:00,1.139,0.741114472,31.831,-0.397885528
1/2/15,9:00:00,1.651,0.819179639,35.198,-0.831820361
1/2/15,10:00:00,2.029,0.91103979,36.754,-1.11796021
1/2/15,11:00:00,2.208,1.032085091,37.741,-1.175914909
1/2/15,12:00:00,2.191,1.173078521,38.303,-1.017921479
1/2/15,13:00:00,2.004,1.262160594,38.483,-0.741839406
1/2/15,14:00:00,1.797,1.41752405,38.534,-0.37947595
1/2/15,15:00:00,1.493,1.570262736,38.367,0.077262736
1/2/15,16:00:00,1.321,1.749867143,38.502,0.428867143
1/2/15,17:00:00,0.804,1.927410372,37.918,1.123410372
1/2/15,18:00:00,0.332,2.012718373,36.378,1.680718373
1/2/15,19:00:00,0.054,1.890484904,33.534,1.836484904
1/2/15,20:00:00,0,1.711618123,33.06,1.711618123
1/2/15,21:00:00,0,1.474458848,32.032,1.474458848
1/2/15,22:00:00,0,1.189625698,28.811,1.189625698
1/2/15,23:00:00,0,0.943307157,25.993,0.943307157
1/3/15,0:00:00,0,0.894392933,24.541,0.894392933
1/3/15,1:00:00,0,0.757979572,23.969,0.757979572
1/3/15,2:00:00,0,0.749776153,24.014,0.749776153
1/3/15,3:00:00,0,0.669680411,24.363,0.669680411
1/3/15,4:00:00,0,0.682670934,24.69,0.682670934
1/3/15,5:00:00,0,0.66048531,25.199,0.66048531
1/3/15,6:00:00,0.164,0.698400845,27.107,0.534400845
1/3/15,7:00:00,0.549,0.768452081,29.732,0.219452081
1/3/15,8:00:00,1.069,0.854513324,32.678,-0.214486676
1/3/15,9:00:00,1.493,0.951212742,34.89,-0.541787258
1/3/15,10:00:00,1.844,1.07131787,36.205,-0.77268213
1/3/15,11:00:00,2.038,1.180177793,37.125,-0.857822207
1/3/15,12:00:00,1.934,1.250063477,36.979,-0.683936523
1/3/15,13:00:00,1.683,1.286634402,35.552,-0.396365598
1/3/15,14:00:00,1.524,1.339798582,33.213,-0.184201418
1/3/15,15:00:00,1.249,1.248448973,30.39,-0.000551027
1/3/15,16:00:00,0.941,1.121506749,27.935,0.180506749
1/3/15,17:00:00,0.592,1.102901766,26.229,0.510901766
1/3/15,18:00:00,0.207,1.10535569,25.147,0.89835569
1/3/15,19:00:00,0.013,1.056098476,24.371,1.043098476
1/3/15,20:00:00,0,1.001758534,23.666,1.001758534
1/3/15,21:00:00,0,0.886050526,22.936,0.886050526
1/3/15,22:00:00,0,0.722925954,22.243,0.722925954
1/3/15,23:00:00,0,0.553805616,21.594,0.553805616
1/4/15,0:00:00,0,0.569686389,20.861,0.569686389
1/4/15,1:00:00,0,0.441670814,20.073,0.441670814
1/4/15,2:00:00,0,0.494545844,19.306,0.494545844
1/4/15,3:00:00,0,0.485341481,18.658,0.485341481
1/4/15,4:00:00,0,0.481046614,18.154,0.481046614
1/4/15,5:00:00,0,0.493281607,17.687,0.493281607
1/4/15,6:00:00,0.182,0.490148306,17.832,0.308148306
1/4/15,7:00:00,0.602,0.469055761,18.893,-0.132944239
1/4/15,8:00:00,1.191,0.399509241,20.574,-0.791490759
1/4/15,9:00:00,1.703,0.332178452,22.542,-1.370821548
1/4/15,10:00:00,2.06,0.277285999,24.553,-1.782714001
1/4/15,11:00:00,2.283,0.25860545,26.377,-2.02439455
1/4/15,12:00:00,2.315,0.303919428,27.829,-2.011080572
1/4/15,13:00:00,2.301,0.363453867,29.048,-1.937546133
1/4/15,14:00:00,1.998,0.47670843,29.58,-1.52129157
1/4/15,15:00:00,1.631,0.623480923,29.568,-1.007519077
1/4/15,16:00:00,1.241,0.7979669,29.024,-0.4430331
1/4/15,17:00:00,0.797,0.960278169,27.863,0.163278169
1/4/15,18:00:00,0.341,1.005481854,25.95,0.664481854
1/4/15,19:00:00,0.051,0.943734411,23.151,0.892734411
1/4/15,20:00:00,0,0.865237329,20.762,0.865237329
1/4/15,21:00:00,0,0.720471254,19.454,0.720471254
1/4/15,22:00:00,0,0.560396514,18.764,0.560396514
1/4/15,23:00:00,0,0.407696816,18.357,0.407696816
1/5/15,0:00:00,0,0.46241446,18.049,0.46241446
1/5/15,1:00:00,0,0.388117113,17.87,0.388117113
1/5/15,2:00:00,0,0.433162888,17.711,0.433162888
1/5/15,3:00:00,0,0.425978329,17.533,0.425978329
1/5/15,4:00:00,0,0.430774513,17.376,0.430774513
1/5/15,5:00:00,0,0.457519401,17.299,0.457519401
1/5/15,6:00:00,0.161,0.497469362,18.478,0.336469362
1/5/15,7:00:00,0.579,0.507087768,20.803,-0.071912232
1/5/15,8:00:00,1.179,0.466579045,23.624,-0.712420955
1/5/15,9:00:00,1.689,0.39169263,26.761,-1.29730737
1/5/15,10:00:00,2.067,0.378532375,29.455,-1.688467625
1/5/15,11:00:00,2.295,0.412393249,31.365,-1.882606751
1/5/15,12:00:00,2.385,0.517030261,32.547,-1.867969739
1/5/15,13:00:00,2.342,0.641763808,33.297,-1.700236192
1/5/15,14:00:00,2.169,0.786885995,33.586,-1.382114005
1/5/15,15:00:00,1.859,0.96483266,33.343,-0.89416734
1/5/15,16:00:00,1.338,1.177428103,32.469,-0.160571897
1/5/15,17:00:00,0.825,1.382115718,31.242,0.557115718
1/5/15,18:00:00,0.339,1.423955755,29.602,1.084955755
1/5/15,19:00:00,0.056,1.27986224,27.263,1.22386224
1/5/15,20:00:00,0,1.103883523,24.915,1.103883523
1/5/15,21:00:00,0,0.922536491,23.282,0.922536491
1/5/15,22:00:00,0,0.706378322,22.329,0.706378322
1/5/15,23:00:00,0,0.530924733,21.825,0.530924733
1/6/15,0:00:00,0,0.554449882,21.523,0.554449882
1/6/15,1:00:00,0,0.467971979,21.177,0.467971979
1/6/15,2:00:00,0,0.499665743,20.779,0.499665743
1/6/15,3:00:00,0,0.49423024,20.418,0.49423024
1/6/15,4:00:00,0,0.504923931,20.243,0.504923931
1/6/15,5:00:00,0,0.529798367,20.184,0.529798367
1/6/15,6:00:00,0.154,0.568029873,21.898,0.414029873
1/6/15,7:00:00,0.556,0.616012385,24.624,0.060012385
1/6/15,8:00:00,1.141,0.620013942,28.377,-0.520986058
1/6/15,9:00:00,1.639,0.64728812,31.523,-0.99171188
1/6/15,10:00:00,2.009,0.723500888,33.683,-1.285499112
1/6/15,11:00:00,2.229,0.844294761,35.19,-1.384705239
1/6/15,12:00:00,2.33,0.999657368,35.988,-1.330342632
1/6/15,13:00:00,2.291,1.108492223,36.474,-1.182507777
1/6/15,14:00:00,2.123,1.252922853,36.641,-0.870077147
1/6/15,15:00:00,1.764,1.404697638,36.371,-0.359302362
1/6/15,16:00:00,1.3,1.580715998,35.744,0.280715998
1/6/15,17:00:00,0.694,1.757331103,34.575,1.063331103
1/6/15,18:00:00,0.3,1.853452445,33.278,1.553452445
1/6/15,19:00:00,0.043,1.766050016,31.38,1.723050016
1/6/15,20:00:00,0,1.594523366,29.407,1.594523366
1/6/15,21:00:00,0,1.346658943,28.149,1.346658943
1/6/15,22:00:00,0,1.056454726,27.384,1.056454726
1/6/15,23:00:00,0,0.872641937,26.917,0.872641937
1/7/15,0:00:00,0,0.831951915,26.737,0.831951915
1/7/15,1:00:00,0,0.721909307,26.512,0.721909307
1/7/15,2:00:00,0,0.71310225,26.332,0.71310225
1/7/15,3:00:00,0,0.706148981,26.239,0.706148981
1/7/15,4:00:00,0,0.679906049,26.15,0.679906049
1/7/15,5:00:00,0,0.688456248,26.059,0.688456248
1/7/15,6:00:00,0.147,0.764616962,27.577,0.617616962
1/7/15,7:00:00,0.547,0.90748112,30.092,0.36048112
1/7/15,8:00:00,1.122,1.032691924,32.986,-0.089308076
1/7/15,9:00:00,1.619,1.133487441,34.714,-0.485512559
1/7/15,10:00:00,1.985,1.228462853,36.07,-0.756537147
1/7/15,11:00:00,2.206,1.335479508,37.14,-0.870520492
1/7/15,12:00:00,2.294,1.481796945,37.906,-0.812203055
1/7/15,13:00:00,2.047,1.602239715,37.906,-0.444760285
1/7/15,14:00:00,1.434,1.755591041,36.981,0.321591041
1/7/15,15:00:00,1.047,1.833164056,36.031,0.786164056
1/7/15,16:00:00,0.753,1.811326195,35.12,1.058326195
1/7/15,17:00:00,0.453,1.854287963,33.852,1.401287963
1/7/15,18:00:00,0.269,1.695138699,32.421,1.426138699
1/7/15,19:00:00,0.038,1.478763552,30.679,1.440763552
1/7/15,20:00:00,0,1.332590309,29.289,1.332590309
1/7/15,21:00:00,0,1.155501221,28.785,1.155501221
1/7/15,22:00:00,0,0.926258958,28.24,0.926258958
1/7/15,23:00:00,0,0.751704682,27.461,0.751704682
1/8/15,0:00:00,0,0.727373629,26.386,0.727373629
1/8/15,1:00:00,0,0.595496711,25.366,0.595496711
1/8/15,2:00:00,0,0.633005656,24.659,0.633005656
1/8/15,3:00:00,0,0.627334524,24.027,0.627334524
1/8/15,4:00:00,0,0.597841408,23.487,0.597841408
1/8/15,5:00:00,0,0.627190292,23.316,0.627190292
1/8/15,6:00:00,0.089,0.686791624,24.035,0.597791624
1/8/15,7:00:00,0.445,0.731369852,25.304,0.286369852
1/8/15,8:00:00,0.782,0.75430331,26.837,-0.02769669
1/8/15,9:00:00,0.586,0.765521625,26.58,0.179521625
1/8/15,10:00:00,0.623,0.776076036,26.02,0.153076036
1/8/15,11:00:00,0.733,0.691600864,25.612,-0.041399136
1/8/15,12:00:00,0.76,0.657231484,25.194,-0.102768516
1/8/15,13:00:00,0.763,0.723284636,25.067,-0.039715364
1/8/15,14:00:00,0.673,0.699224114,25.119,0.026224114
1/8/15,15:00:00,0.536,0.720339243,24.991,0.184339243
1/8/15,16:00:00,0.401,0.806263147,24.677,0.405263147
1/8/15,17:00:00,0.259,0.904326514,24.167,0.645326514
1/8/15,18:00:00,0.147,0.948863523,23.57,0.801863523
1/8/15,19:00:00,0.018,0.956882598,22.811,0.938882598
1/8/15,20:00:00,0,0.921918633,22.012,0.921918633
1/8/15,21:00:00,0,0.785954037,21.3,0.785954037
1/8/15,22:00:00,0,0.602392588,20.66,0.602392588
1/8/15,23:00:00,0,0.460901701,20.142,0.460901701
1/9/15,0:00:00,0,0.481301765,19.701,0.481301765
1/9/15,1:00:00,0,0.405813675,19.283,0.405813675
1/9/15,2:00:00,0,0.457896261,18.874,0.457896261
1/9/15,3:00:00,0,0.430853151,18.552,0.430853151
1/9/15,4:00:00,0,0.433418904,18.317,0.433418904
1/9/15,5:00:00,0,0.466851351,18.095,0.466851351
1/9/15,6:00:00,0.139,0.512944647,18.302,0.373944647
1/9/15,7:00:00,0.459,0.571595475,19.046,0.112595475
1/9/15,8:00:00,0.844,0.582334074,20.152,-0.261665926
1/9/15,9:00:00,1.192,0.543714811,21.549,-0.648285189
1/9/15,10:00:00,1.451,0.531497455,22.96,-0.919502545
1/9/15,11:00:00,1.63,0.528446735,24.066,-1.101553265
1/9/15,12:00:00,1.712,0.553764896,24.589,-1.158235104
1/9/15,13:00:00,1.624,0.558492434,24.393,-1.065507566
1/9/15,14:00:00,1.423,0.544101059,23.561,-0.878898941
1/9/15,15:00:00,1.175,0.578239636,22.368,-0.596760364
1/9/15,16:00:00,0.738,0.642654217,20.763,-0.095345783
1/9/15,17:00:00,0.436,0.714555062,19.134,0.278555062
1/9/15,18:00:00,0.177,0.721337163,17.757,0.544337163
1/9/15,19:00:00,0.015,0.687219921,16.808,0.672219921
1/9/15,20:00:00,0,0.651709694,16.415,0.651709694
1/9/15,21:00:00,0,0.536743909,16.344,0.536743909
1/9/15,22:00:00,0,0.417080346,16.326,0.417080346
1/9/15,23:00:00,0,0.285298954,16.305,0.285298954
1/10/15,0:00:00,0,0.362440289,16.297,0.362440289
1/10/15,1:00:00,0,0.296006531,16.24,0.296006531
1/10/15,2:00:00,0,0.330320907,16.131,0.330320907
1/10/15,3:00:00,0,0.352129055,15.957,0.352129055
1/10/15,4:00:00,0,0.364223427,15.732,0.364223427
1/10/15,5:00:00,0,0.388978921,15.481,0.388978921
1/10/15,6:00:00,0.099,0.439710306,15.549,0.340710306
1/10/15,7:00:00,0.349,0.493941153,15.995,0.144941153
1/10/15,8:00:00,0.637,0.523760317,16.766,-0.113239683
1/10/15,9:00:00,0.855,0.536097708,17.726,-0.318902292
1/10/15,10:00:00,1.063,0.530656424,18.796,-0.532343576
1/10/15,11:00:00,1.272,0.467591243,19.952,-0.804408757
1/10/15,12:00:00,1.336,0.456449969,20.969,-0.879550031
1/10/15,13:00:00,1.331,0.381893243,21.63,-0.949106757
1/10/15,14:00:00,1.027,0.377538086,21.648,-0.649461914
1/10/15,15:00:00,0.758,0.440728684,21.512,-0.317271316
1/10/15,16:00:00,0.524,0.527958509,21.323,0.003958509
1/10/15,17:00:00,0.392,0.596017861,21.153,0.204017861
1/10/15,18:00:00,0.224,0.637014114,20.726,0.413014114
1/10/15,19:00:00,0.027,0.674352658,19.806,0.647352658
1/10/15,20:00:00,0,0.641538763,18.843,0.641538763
1/10/15,21:00:00,0,0.548843816,18.35,0.548843816
1/10/15,22:00:00,0,0.417268992,17.958,0.417268992
1/10/15,23:00:00,0,0.290932166,17.655,0.290932166
1/11/15,0:00:00,0,0.363804001,17.495,0.363804001
1/11/15,1:00:00,0,0.289420198,17.488,0.289420198
1/11/15,2:00:00,0,0.343213217,17.344,0.343213217
1/11/15,3:00:00,0,0.34727407,17.097,0.34727407
1/11/15,4:00:00,0,0.350935847,16.794,0.350935847
1/11/15,5:00:00,0,0.391442547,16.48,0.391442547
1/11/15,6:00:00,0.171,0.424430984,16.797,0.253430984
1/11/15,7:00:00,0.563,0.431542045,17.95,-0.131457955
1/11/15,8:00:00,1.064,0.419281685,19.597,-0.644718315
1/11/15,9:00:00,1.454,0.360615314,21.361,-1.093384686
1/11/15,10:00:00,1.605,0.337368664,22.897,-1.267631336
1/11/15,11:00:00,2.07,0.250503143,24.659,-1.819496857
1/11/15,12:00:00,2.111,0.252097464,25.992,-1.858902536
1/11/15,13:00:00,2.021,0.217454153,26.999,-1.803545847
1/11/15,14:00:00,1.838,0.233840102,27.615,-1.604159898
1/11/15,15:00:00,1.436,0.351758541,27.656,-1.084241459
1/11/15,16:00:00,1.179,0.501404447,27.574,-0.677595553
1/11/15,17:00:00,0.834,0.673856033,27.285,-0.160143967
1/11/15,18:00:00,0.357,0.796729635,26.473,0.439729635
1/11/15,19:00:00,0.052,0.805994324,24.246,0.753994324
1/11/15,20:00:00,0,0.764882978,22.247,0.764882978
1/11/15,21:00:00,0,0.645870389,21.202,0.645870389
1/11/15,22:00:00,0,0.505380547,20.531,0.505380547
1/11/15,23:00:00,0,0.346691543,20.041,0.346691543
1/12/15,0:00:00,0,0.427670463,19.698,0.427670463
1/12/15,1:00:00,0,0.361990811,19.596,0.361990811
1/12/15,2:00:00,0,0.378668451,19.64,0.378668451
1/12/15,3:00:00,0,0.402976299,19.71,0.402976299
1/12/15,4:00:00,0,0.410854314,19.776,0.410854314
1/12/15,5:00:00,0,0.455802648,19.895,0.455802648
1/12/15,6:00:00,0.156,0.49753041,21.086,0.34153041
1/12/15,7:00:00,0.557,0.515305342,23.124,-0.041694658
1/12/15,8:00:00,1.127,0.470647851,25.027,-0.656352149
1/12/15,9:00:00,1.56,0.453902763,26.558,-1.106097237
1/12/15,10:00:00,1.745,0.436198953,27.786,-1.308801047
1/12/15,11:00:00,1.749,0.530272814,28.687,-1.218727186
1/12/15,12:00:00,1.545,0.616531561,29.098,-0.928468439
1/12/15,13:00:00,1.066,0.714360473,28.605,-0.351639527
1/12/15,14:00:00,0.903,0.740028186,27.721,-0.162971814
1/12/15,15:00:00,0.936,0.780009606,27.44,-0.155990394
1/12/15,16:00:00,0.79,0.856347777,27.42,0.066347777
1/12/15,17:00:00,0.55,0.940116162,27.186,0.390116162
1/12/15,18:00:00,0.25,0.951384946,26.384,0.701384946
1/12/15,19:00:00,0.021,0.938047466,25.093,0.917047466
1/12/15,20:00:00,0,0.894100966,23.994,0.894100966
1/12/15,21:00:00,0,0.764883274,23.221,0.764883274
1/12/15,22:00:00,0,0.567812537,22.717,0.567812537
1/12/15,23:00:00,0,0.414468296,22.317,0.414468296
1/13/15,0:00:00,0,0.497952614,21.85,0.497952614
1/13/15,1:00:00,0,0.400974784,21.248,0.400974784
1/13/15,2:00:00,0,0.413151821,20.694,0.413151821
1/13/15,3:00:00,0,0.415789723,20.149,0.415789723
1/13/15,4:00:00,0,0.427163798,19.568,0.427163798
1/13/15,5:00:00,0,0.468556189,19.025,0.468556189
1/13/15,6:00:00,0.132,0.542223367,18.962,0.410223367
1/13/15,7:00:00,0.477,0.597059045,19.45,0.120059045
1/13/15,8:00:00,0.895,0.592072768,20.16,-0.302927232
1/13/15,9:00:00,1.43,0.52454677,21.069,-0.90545323
1/13/15,10:00:00,1.838,0.498238226,21.948,-1.339761774
1/13/15,11:00:00,1.985,0.463323356,22.467,-1.521676644
1/13/15,12:00:00,1.934,0.509555735,22.421,-1.424444265
1/13/15,13:00:00,1.802,0.54090163,22.237,-1.26109837
1/13/15,14:00:00,1.717,0.535994109,22.056,-1.181005891
1/13/15,15:00:00,1.506,0.568595329,21.735,-0.937404671
1/13/15,16:00:00,1.116,0.633229936,21.142,-0.482770064
1/13/15,17:00:00,0.737,0.724008823,20.431,-0.012991177
1/13/15,18:00:00,0.323,0.733651484,19.506,0.410651484
1/13/15,19:00:00,0.036,0.705491179,18.599,0.669491179
1/13/15,20:00:00,0,0.660752067,18.001,0.660752067
1/13/15,21:00:00,0,0.53933956,17.651,0.53933956
1/13/15,22:00:00,0,0.384420374,17.348,0.384420374
1/13/15,23:00:00,0,0.255339137,17.105,0.255339137
1/14/15,0:00:00,0,0.334855663,16.907,0.334855663
1/14/15,1:00:00,0,0.239215419,16.801,0.239215419
1/14/15,2:00:00,0,0.313661517,16.726,0.313661517
1/14/15,3:00:00,0,0.333813597,16.608,0.333813597
1/14/15,4:00:00,0,0.359105719,16.505,0.359105719
1/14/15,5:00:00,0,0.399067633,16.504,0.399067633
1/14/15,6:00:00,0.143,0.482188654,17,0.339188654
1/14/15,7:00:00,0.503,0.532207588,17.865,0.029207588
1/14/15,8:00:00,1.034,0.486605734,18.879,-0.547394266
1/14/15,9:00:00,1.5,0.413536432,19.824,-1.086463568
1/14/15,10:00:00,1.942,0.34015556,20.791,-1.60184444
1/14/15,11:00:00,2.252,0.281149267,21.589,-1.970850733
1/14/15,12:00:00,2.404,0.220539911,22.134,-2.183460089
1/14/15,13:00:00,2.435,0.167085083,22.461,-2.267914917
1/14/15,14:00:00,2.283,0.170145069,22.526,-2.112854931
1/14/15,15:00:00,1.982,0.206649864,22.319,-1.775350136
1/14/15,16:00:00,1.528,0.33494722,21.8,-1.19305278
1/14/15,17:00:00,0.955,0.489285146,20.975,-0.465714854
1/14/15,18:00:00,0.361,0.604562839,19.86,0.243562839
1/14/15,19:00:00,0.049,0.647426257,18.521,0.598426257
1/14/15,20:00:00,0,0.658092448,17.494,0.658092448
1/14/15,21:00:00,0,0.558567587,17.028,0.558567587
1/14/15,22:00:00,0,0.408818718,16.691,0.408818718
1/14/15,23:00:00,0,0.266661431,16.368,0.266661431
1/15/15,0:00:00,0,0.367896372,16.118,0.367896372
1/15/15,1:00:00,0,0.309102319,15.855,0.309102319
1/15/15,2:00:00,0,0.335245415,15.594,0.335245415
1/15/15,3:00:00,0,0.341595852,15.34,0.341595852
1/15/15,4:00:00,0,0.347792793,15.162,0.347792793
1/15/15,5:00:00,0,0.394647678,15.054,0.394647678
1/15/15,6:00:00,0.143,0.476433859,15.758,0.333433859
1/15/15,7:00:00,0.507,0.497164474,16.82,-0.009835526
1/15/15,8:00:00,1.097,0.421699975,18.122,-0.675300025
1/15/15,9:00:00,1.57,0.3292495,19.355,-1.2407505
1/15/15,10:00:00,1.827,0.296818198,20.331,-1.530181802
1/15/15,11:00:00,2.216,0.23314074,21.39,-1.98285926
1/15/15,12:00:00,2.304,0.188089382,21.985,-2.115910618
1/15/15,13:00:00,2.355,0.144468754,22.371,-2.210531246
1/15/15,14:00:00,2.289,0.152950866,22.624,-2.136049134
1/15/15,15:00:00,2.03,0.224653015,22.585,-1.805346985
1/15/15,16:00:00,1.56,0.329581618,22.224,-1.230418382
1/15/15,17:00:00,0.965,0.49011692,21.559,-0.47488308
1/15/15,18:00:00,0.352,0.608754488,20.512,0.256754488
1/15/15,19:00:00,0.045,0.654572174,18.939,0.609572174
1/15/15,20:00:00,0,0.65205407,17.407,0.65205407
1/15/15,21:00:00,0,0.556048517,16.656,0.556048517
1/15/15,22:00:00,0,0.409903863,16.028,0.409903863
1/15/15,23:00:00,0,0.303474297,15.518,0.303474297
1/16/15,0:00:00,0,0.356082643,15.451,0.356082643
1/16/15,1:00:00,0,0.264452324,15.54,0.264452324
1/16/15,2:00:00,0,0.331061642,15.413,0.331061642
1/16/15,3:00:00,0,0.32320603,15.073,0.32320603
1/16/15,4:00:00,0,0.379538455,14.557,0.379538455
1/16/15,5:00:00,0,0.392316889,13.965,0.392316889
1/16/15,6:00:00,0.134,0.458703346,15.289,0.324703346
1/16/15,7:00:00,0.554,0.472861259,17.444,-0.081138741
1/16/15,8:00:00,1.208,0.38804129,19.148,-0.81995871
1/16/15,9:00:00,1.77,0.282987929,20.689,-1.487012071
1/16/15,10:00:00,2.182,0.174705661,22.094,-2.007294339
1/16/15,11:00:00,2.438,0.103499228,23.337,-2.334500772
1/16/15,12:00:00,2.544,0.094356187,24.244,-2.449643813
1/16/15,13:00:00,2.507,0.112137041,24.715,-2.394862959
1/16/15,14:00:00,2.329,0.166823331,24.779,-2.162176669
1/16/15,15:00:00,2.008,0.256572032,24.437,-1.751427968
1/16/15,16:00:00,1.539,0.383277296,23.755,-1.155722704
1/16/15,17:00:00,0.955,0.533997827,22.701,-0.421002173
1/16/15,18:00:00,0.353,0.63455831,21.237,0.28155831
1/16/15,19:00:00,0.029,0.675513984,19.554,0.646513984
1/16/15,20:00:00,0,0.667548797,18.275,0.667548797
1/16/15,21:00:00,0,0.575842032,17.653,0.575842032
1/16/15,22:00:00,0,0.441684323,17.185,0.441684323
1/16/15,23:00:00,0,0.344007031,16.772,0.344007031
1/17/15,0:00:00,0,0.399883883,16.492,0.399883883
1/17/15,1:00:00,0,0.295704994,16.263,0.295704994
1/17/15,2:00:00,0,0.376069072,16.106,0.376069072
1/17/15,3:00:00,0,0.350250451,15.922,0.350250451
1/17/15,4:00:00,0,0.373787881,15.733,0.373787881
1/17/15,5:00:00,0,0.406727977,15.566,0.406727977
1/17/15,6:00:00,0.144,0.43008524,16.714,0.28608524
1/17/15,7:00:00,0.511,0.442092919,18.066,-0.068907081
1/17/15,8:00:00,1.044,0.395445647,19.12,-0.648554353
1/17/15,9:00:00,1.553,0.304293017,20.203,-1.248706983
1/17/15,10:00:00,2.005,0.215500002,21.32,-1.789499998
1/17/15,11:00:00,2.328,0.153077188,22.382,-2.174922812
1/17/15,12:00:00,2.5,0.104404379,23.149,-2.395595621
1/17/15,13:00:00,2.509,0.1003065,23.622,-2.4086935
1/17/15,14:00:00,2.355,0.125386117,23.806,-2.229613883
1/17/15,15:00:00,2.032,0.214013443,23.585,-1.817986557
1/17/15,16:00:00,1.557,0.353863628,22.965,-1.203136372
1/17/15,17:00:00,0.963,0.525611675,22.079,-0.437388325
1/17/15,18:00:00,0.353,0.628517691,20.912,0.275517691
1/17/15,19:00:00,0.028,0.657672496,19.402,0.629672496
1/17/15,20:00:00,0,0.646867475,18.026,0.646867475
1/17/15,21:00:00,0,0.56425649,17.241,0.56425649
1/17/15,22:00:00,0,0.423048064,16.524,0.423048064
1/17/15,23:00:00,0,0.341670535,15.904,0.341670535
1/18/15,0:00:00,0,0.43530867,15.383,0.43530867
1/18/15,1:00:00,0,0.31255196,14.895,0.31255196
1/18/15,2:00:00,0,0.365970157,14.494,0.365970157
1/18/15,3:00:00,0,0.353848819,14.168,0.353848819
1/18/15,4:00:00,0,0.37489535,13.951,0.37489535
1/18/15,5:00:00,0,0.400170161,13.777,0.400170161
1/18/15,6:00:00,0.144,0.410479117,15.082,0.266479117
1/18/15,7:00:00,0.53,0.410557365,16.927,-0.119442635
1/18/15,8:00:00,1.084,0.387614331,18.314,-0.696385669
1/18/15,9:00:00,1.629,0.330315102,19.708,-1.298684898
1/18/15,10:00:00,2.002,0.243758907,21.043,-1.758241093
1/18/15,11:00:00,2.237,0.16553091,22.21,-2.07146909
1/18/15,12:00:00,2.308,0.131160639,23.12,-2.176839361
1/18/15,13:00:00,2.242,0.105936652,23.785,-2.136063348
1/18/15,14:00:00,1.928,0.148040018,24.038,-1.779959982
1/18/15,15:00:00,1.514,0.254184515,23.859,-1.259815485
1/18/15,16:00:00,1.068,0.419361694,23.274,-0.648638306
1/18/15,17:00:00,0.913,0.546409775,22.758,-0.366590225
1/18/15,18:00:00,0.369,0.638545225,21.592,0.269545225
1/18/15,19:00:00,0.033,0.701318443,19.524,0.668318443
1/18/15,20:00:00,0,0.68866591,17.73,0.68866591
1/18/15,21:00:00,0,0.571462021,16.611,0.571462021
1/18/15,22:00:00,0,0.416532192,15.708,0.416532192
1/18/15,23:00:00,0,0.270515856,15.039,0.270515856
1/19/15,0:00:00,0,0.341661864,14.524,0.341661864
1/19/15,1:00:00,0,0.291918788,14.116,0.291918788
1/19/15,2:00:00,0,0.348272959,14.001,0.348272959
1/19/15,3:00:00,0,0.348326859,14.044,0.348326859
1/19/15,4:00:00,0,0.384294411,13.984,0.384294411
1/19/15,5:00:00,0,0.395886416,13.692,0.395886416
1/19/15,6:00:00,0.152,0.475324379,14.342,0.323324379
1/19/15,7:00:00,0.5,0.466281203,16.1,-0.033718797
1/19/15,8:00:00,0.504,0.373898143,17.52,-0.130101857
1/19/15,9:00:00,0.81,0.270508395,19.21,-0.539491605
1/19/15,10:00:00,1.553,0.206361981,21.918,-1.346638019
