REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2021/01/23 22:30:00,1863.63,50.39,TRADE
SA1,2021/01/23 23:00:00,1777.43,44.61,TRADE
SA1,2021/01/23 23:30:00,1692.01,44.85,TRADE
SA1,2021/01/24 00:00:00,1826.06,44.20,TRADE
SA1,2021/01/24 00:30:00,1768.57,40.17,TRADE
SA1,2021/01/24 01:00:00,1695.39,39.75,TRADE
SA1,2021/01/24 01:30:00,1622.15,38.93,TRADE
SA1,2021/01/24 02:00:00,1586.46,36.83,TRADE
SA1,2021/01/24 02:30:00,1548.88,35.20,TRADE
SA1,2021/01/24 03:00:00,1536.99,33.61,TRADE
SA1,2021/01/24 03:30:00,1488.49,33.16,TRADE
SA1,2021/01/24 04:00:00,1476.91,33.10,TRADE
SA1,2021/01/24 04:30:00,1456.69,33.10,TRADE
SA1,2021/01/24 05:00:00,1441.5,33.63,TRADE
SA1,2021/01/24 05:30:00,1427.06,33.46,TRADE
SA1,2021/01/24 06:00:00,1444.31,31.46,TRADE
SA1,2021/01/24 06:30:00,1437.64,26.52,TRADE
SA1,2021/01/24 07:00:00,1439.59,22.04,TRADE
SA1,2021/01/24 07:30:00,1435.02,17.42,TRADE
SA1,2021/01/24 08:00:00,1427.62,21.89,TRADE
SA1,2021/01/24 08:30:00,1508.38,26.09,TRADE
SA1,2021/01/24 09:00:00,1607.08,31.57,TRADE
SA1,2021/01/24 09:30:00,1629.16,32.97,TRADE
SA1,2021/01/24 10:00:00,1580.78,21.89,TRADE
SA1,2021/01/24 10:30:00,1570.54,22.49,TRADE
SA1,2021/01/24 11:00:00,1601.78,19.21,TRADE
SA1,2021/01/24 11:30:00,1596.64,28.32,TRADE
SA1,2021/01/24 12:00:00,1619.09,-115.92,TRADE
SA1,2021/01/24 12:30:00,1708.2,34.07,TRADE
SA1,2021/01/24 13:00:00,1737.8,39.58,TRADE
SA1,2021/01/24 13:30:00,1798.89,47.62,TRADE
SA1,2021/01/24 14:00:00,1875.13,60.18,TRADE
SA1,2021/01/24 14:30:00,1967.35,63.33,TRADE
SA1,2021/01/24 15:00:00,2147.61,68.43,TRADE
SA1,2021/01/24 15:30:00,2224.4,116.36,TRADE
SA1,2021/01/24 16:00:00,2340.03,167.69,TRADE
SA1,2021/01/24 16:30:00,2529.1,256.32,TRADE
SA1,2021/01/24 17:00:00,2515.04,141.75,TRADE
SA1,2021/01/24 17:30:00,2495.21,1466.51,TRADE
SA1,2021/01/24 18:00:00,2556.6,389.41,TRADE
SA1,2021/01/24 18:30:00,2624.04,125.49,TRADE
SA1,2021/01/24 19:00:00,2645.17,1985.76,TRADE
SA1,2021/01/24 19:30:00,2649.76,981.65,TRADE
SA1,2021/01/24 20:00:00,2577.44,71.18,TRADE
SA1,2021/01/24 20:30:00,2502.6,76,TRADE
SA1,2021/01/24 21:00:00,2440.39,69.18,TRADE
SA1,2021/01/24 21:30:00,2359.81,101.50,TRADE
SA1,2021/01/24 22:00:00,2242.1,80.50,TRADE
SA1,2021/01/24 22:30:00,2117.54,86.87,TRADE
SA1,2021/01/24 23:00:00,2039.08,80.58,TRADE
SA1,2021/01/24 23:30:00,1973.98,64.13,TRADE
SA1,2021/01/25 00:00:00,2052.25,66.50,TRADE
SA1,2021/01/25 00:30:00,1964.01,52.87,TRADE
SA1,2021/01/25 01:00:00,1902.22,48.47,TRADE
SA1,2021/01/25 01:30:00,1793.02,47.20,TRADE
SA1,2021/01/25 02:00:00,1741.83,45.63,TRADE
SA1,2021/01/25 02:30:00,1724.52,102.04,TRADE
SA1,2021/01/25 03:00:00,1667.31,62,TRADE
SA1,2021/01/25 03:30:00,1625.93,59.45,TRADE
SA1,2021/01/25 04:00:00,1605.62,44.69,TRADE
SA1,2021/01/25 04:30:00,1596.57,34.52,TRADE
SA1,2021/01/25 05:00:00,1604.58,32.81,TRADE
SA1,2021/01/25 05:30:00,1607.48,34.40,TRADE
SA1,2021/01/25 06:00:00,1681.08,35.95,TRADE
SA1,2021/01/25 06:30:00,1687.43,35.57,TRADE
SA1,2021/01/25 07:00:00,1714.12,37.77,TRADE
SA1,2021/01/25 07:30:00,1732.22,29.76,TRADE
SA1,2021/01/25 08:00:00,1729.14,32.82,TRADE
SA1,2021/01/25 08:30:00,1787.67,32.66,TRADE
SA1,2021/01/25 09:00:00,1790.01,-36.05,TRADE
SA1,2021/01/25 09:30:00,1714.86,-65.73,TRADE
SA1,2021/01/25 10:00:00,1748.33,-3.62,TRADE
SA1,2021/01/25 10:30:00,1916.34,9.50,TRADE
SA1,2021/01/25 11:00:00,1969.87,-29.09,TRADE
SA1,2021/01/25 11:30:00,2036.23,7.54,TRADE
SA1,2021/01/25 12:00:00,2143.91,59.12,TRADE
SA1,2021/01/25 12:30:00,2124.1,-68.62,TRADE
SA1,2021/01/25 13:00:00,2047.21,123.04,TRADE
SA1,2021/01/25 13:30:00,2165.23,47.34,TRADE
SA1,2021/01/25 14:00:00,2047.15,49.29,TRADE
SA1,2021/01/25 14:30:00,1914.73,42.85,TRADE
SA1,2021/01/25 15:00:00,1830.54,42.85,TRADE
SA1,2021/01/25 15:30:00,1798.57,204.64,TRADE
SA1,2021/01/25 16:00:00,1840.69,269.72,TRADE
SA1,2021/01/25 16:30:00,1801,214.78,TRADE
SA1,2021/01/25 17:00:00,1731.14,108.52,TRADE
SA1,2021/01/25 17:30:00,1699.34,66.05,TRADE
SA1,2021/01/25 18:00:00,1617.14,44.12,TRADE
SA1,2021/01/25 18:30:00,1596.94,38.16,TRADE
SA1,2021/01/25 19:00:00,1589.11,53.81,TRADE
SA1,2021/01/25 19:30:00,1568.99,59.42,TRADE
SA1,2021/01/25 20:00:00,1557.08,60.12,TRADE
SA1,2021/01/25 20:30:00,1564.86,50.18,TRADE
SA1,2021/01/25 21:00:00,1570.66,61.93,TRADE
SA1,2021/01/25 21:30:00,1550.57,71.31,TRADE
SA1,2021/01/25 22:00:00,1506.99,62,TRADE
SA1,2021/01/25 22:30:00,1487.28,62.52,TRADE
SA1,2021/01/25 23:00:00,1431.93,61.63,TRADE
SA1,2021/01/25 23:30:00,1384.53,44.60,TRADE
SA1,2021/01/26 00:00:00,1503.99,58.72,TRADE
SA1,2021/01/26 00:30:00,1418.82,61.48,TRADE
SA1,2021/01/26 01:00:00,1340.87,56.99,TRADE
SA1,2021/01/26 01:30:00,1260.88,61.49,TRADE
SA1,2021/01/26 02:00:00,1176.82,58.18,TRADE
SA1,2021/01/26 02:30:00,1164.77,55.98,TRADE
SA1,2021/01/26 03:00:00,1158.62,60.37,TRADE
SA1,2021/01/26 03:30:00,1162.68,60.61,TRADE
SA1,2021/01/26 04:00:00,1157.98,57.63,TRADE
SA1,2021/01/26 04:30:00,1127.09,49.01,TRADE
SA1,2021/01/26 05:00:00,1141.44,46.30,TRADE
SA1,2021/01/26 05:30:00,1174.89,52.86,TRADE
SA1,2021/01/26 06:00:00,1199.19,40.48,TRADE
SA1,2021/01/26 06:30:00,1208.51,40.37,TRADE
SA1,2021/01/26 07:00:00,1199.44,44.30,TRADE
SA1,2021/01/26 07:30:00,1184.04,37.35,TRADE
SA1,2021/01/26 08:00:00,1114.98,37.90,TRADE
SA1,2021/01/26 08:30:00,1072.57,44.70,TRADE
SA1,2021/01/26 09:00:00,1058.04,57.52,TRADE
SA1,2021/01/26 09:30:00,1052.98,44.58,TRADE
SA1,2021/01/26 10:00:00,989.38,28.30,TRADE
SA1,2021/01/26 10:30:00,956.66,13.88,TRADE
SA1,2021/01/26 11:00:00,824.34,-11.96,TRADE
SA1,2021/01/26 11:30:00,780.39,-10.26,TRADE
SA1,2021/01/26 12:00:00,811.4,-13.90,TRADE
SA1,2021/01/26 12:30:00,727.18,-23.49,TRADE
SA1,2021/01/26 13:00:00,698.42,-27.48,TRADE
SA1,2021/01/26 13:30:00,619.77,-23.28,TRADE
SA1,2021/01/26 14:00:00,617.1,-37.02,TRADE
SA1,2021/01/26 14:30:00,634.37,-40.99,TRADE
SA1,2021/01/26 15:00:00,666.83,-23.50,TRADE
SA1,2021/01/26 15:30:00,693.78,-24.04,TRADE
SA1,2021/01/26 16:00:00,689.96,-29.20,TRADE
SA1,2021/01/26 16:30:00,737.13,-36.61,TRADE
SA1,2021/01/26 17:00:00,803.07,-31.74,TRADE
SA1,2021/01/26 17:30:00,915.88,-35.27,TRADE
SA1,2021/01/26 18:00:00,1019.19,-15.97,TRADE
SA1,2021/01/26 18:30:00,1108.48,-1.25,TRADE
SA1,2021/01/26 19:00:00,1161.92,38.81,TRADE
SA1,2021/01/26 19:30:00,1233.96,52.11,TRADE
SA1,2021/01/26 20:00:00,1271.64,58.69,TRADE
SA1,2021/01/26 20:30:00,1279.04,62.47,TRADE
SA1,2021/01/26 21:00:00,1267.65,47.30,TRADE
SA1,2021/01/26 21:30:00,1233.37,35.14,TRADE
SA1,2021/01/26 22:00:00,1188.34,27.44,TRADE
SA1,2021/01/26 22:30:00,1145.36,19.08,TRADE
SA1,2021/01/26 23:00:00,1125.85,10.25,TRADE
SA1,2021/01/26 23:30:00,1112.28,14.70,TRADE
SA1,2021/01/27 00:00:00,1259.25,18.88,TRADE
SA1,2021/01/27 00:30:00,1243.62,15.66,TRADE
SA1,2021/01/27 01:00:00,1201.22,11.71,TRADE
SA1,2021/01/27 01:30:00,1130.92,5.92,TRADE
SA1,2021/01/27 02:00:00,1085.33,-4.77,TRADE
SA1,2021/01/27 02:30:00,1074.86,-7.97,TRADE
SA1,2021/01/27 03:00:00,1067.65,-26.42,TRADE
SA1,2021/01/27 03:30:00,1046.2,-26.60,TRADE
SA1,2021/01/27 04:00:00,1038.61,-9.51,TRADE
SA1,2021/01/27 04:30:00,1003.53,-15.13,TRADE
SA1,2021/01/27 05:00:00,1049.71,-0.49,TRADE
SA1,2021/01/27 05:30:00,1076.09,16.23,TRADE
SA1,2021/01/27 06:00:00,1144.93,32.10,TRADE
SA1,2021/01/27 06:30:00,1194.1,34.80,TRADE
SA1,2021/01/27 07:00:00,1226.48,11.21,TRADE
SA1,2021/01/27 07:30:00,1200.71,-26.80,TRADE
SA1,2021/01/27 08:00:00,1098.62,-95.30,TRADE
SA1,2021/01/27 08:30:00,1047.37,-28.94,TRADE
SA1,2021/01/27 09:00:00,1005.54,-35.95,TRADE
SA1,2021/01/27 09:30:00,921.92,-57.22,TRADE
SA1,2021/01/27 10:00:00,816.52,-111.96,TRADE
SA1,2021/01/27 10:30:00,701.36,-101.60,TRADE
SA1,2021/01/27 11:00:00,757.19,-34.13,TRADE
SA1,2021/01/27 11:30:00,750,-33.51,TRADE
SA1,2021/01/27 12:00:00,712.59,-60.15,TRADE
SA1,2021/01/27 12:30:00,726.36,-32.57,TRADE
SA1,2021/01/27 13:00:00,685.04,-30.60,TRADE
SA1,2021/01/27 13:30:00,636.2,-31.39,TRADE
SA1,2021/01/27 14:00:00,599.97,-31.08,TRADE
SA1,2021/01/27 14:30:00,631.41,-46.89,TRADE
SA1,2021/01/27 15:00:00,637.56,-15.75,TRADE
SA1,2021/01/27 15:30:00,652.23,-8.29,TRADE
SA1,2021/01/27 16:00:00,717.39,1.97,TRADE
SA1,2021/01/27 16:30:00,848.13,24.90,TRADE
SA1,2021/01/27 17:00:00,969.77,15.04,TRADE
SA1,2021/01/27 17:30:00,1143.49,36.22,TRADE
SA1,2021/01/27 18:00:00,1246.56,37.73,TRADE
SA1,2021/01/27 18:30:00,1302.97,35.97,TRADE
SA1,2021/01/27 19:00:00,1306.39,37.24,TRADE
SA1,2021/01/27 19:30:00,1317.12,39.42,TRADE
SA1,2021/01/27 20:00:00,1333.15,41.32,TRADE
SA1,2021/01/27 20:30:00,1370.23,45.47,TRADE
SA1,2021/01/27 21:00:00,1360.91,42.44,TRADE
SA1,2021/01/27 21:30:00,1317.64,34.80,TRADE
SA1,2021/01/27 22:00:00,1255.86,24.30,TRADE
SA1,2021/01/27 22:30:00,1227.43,12.13,TRADE
SA1,2021/01/27 23:00:00,1213.38,11.58,TRADE
SA1,2021/01/27 23:30:00,1217.98,28.92,TRADE
SA1,2021/01/28 00:00:00,1371.03,27.36,TRADE
SA1,2021/01/28 00:30:00,1371.91,28.32,TRADE
SA1,2021/01/28 01:00:00,1309.27,9.52,TRADE
SA1,2021/01/28 01:30:00,1237.96,9.97,TRADE
SA1,2021/01/28 02:00:00,1175.73,10.08,TRADE
SA1,2021/01/28 02:30:00,1168.71,10.13,TRADE
SA1,2021/01/28 03:00:00,1169.83,10.53,TRADE
SA1,2021/01/28 03:30:00,1142.64,12.23,TRADE
SA1,2021/01/28 04:00:00,1137.02,22.60,TRADE
SA1,2021/01/28 04:30:00,1144.26,18.95,TRADE
SA1,2021/01/28 05:00:00,1166.65,13.08,TRADE
SA1,2021/01/28 05:30:00,1224.52,59.77,TRADE
SA1,2021/01/28 06:00:00,1310.77,53.94,TRADE
SA1,2021/01/28 06:30:00,1374.47,76.30,TRADE
SA1,2021/01/28 07:00:00,1459.64,60.91,TRADE
SA1,2021/01/28 07:30:00,1485.26,83.57,TRADE
SA1,2021/01/28 08:00:00,1380.25,44.83,TRADE
SA1,2021/01/28 08:30:00,1259.17,40.26,TRADE
SA1,2021/01/28 09:00:00,1193.76,197.96,TRADE
SA1,2021/01/28 09:30:00,1101.88,42.88,TRADE
SA1,2021/01/28 10:00:00,1048.76,38.83,TRADE
SA1,2021/01/28 10:30:00,1007.07,34.40,TRADE
SA1,2021/01/28 11:00:00,967.1,32.12,TRADE
SA1,2021/01/28 11:30:00,967.87,31.69,TRADE
SA1,2021/01/28 12:00:00,1042.02,42.50,TRADE
SA1,2021/01/28 12:30:00,1046.76,33.91,TRADE
SA1,2021/01/28 13:00:00,1160.8,42.72,TRADE
SA1,2021/01/28 13:30:00,1268.64,44.83,TRADE
SA1,2021/01/28 14:00:00,1266.89,36.86,TRADE
SA1,2021/01/28 14:30:00,1330.63,37.94,TRADE
SA1,2021/01/28 15:00:00,1318.51,35.07,TRADE
SA1,2021/01/28 15:30:00,1397.53,34.42,TRADE
SA1,2021/01/28 16:00:00,1489.26,36.59,TRADE
SA1,2021/01/28 16:30:00,1665.89,47.53,TRADE
SA1,2021/01/28 17:00:00,1694.66,38.97,TRADE
SA1,2021/01/28 17:30:00,1741.06,37.16,TRADE
SA1,2021/01/28 18:00:00,1676.43,34.85,TRADE
SA1,2021/01/28 18:30:00,1691.56,38.33,TRADE
SA1,2021/01/28 19:00:00,1670.95,43.68,TRADE
SA1,2021/01/28 19:30:00,1671.63,40.19,TRADE
SA1,2021/01/28 20:00:00,1665.46,56.79,TRADE
SA1,2021/01/28 20:30:00,1633.03,57.58,TRADE
SA1,2021/01/28 21:00:00,1610.41,58.87,TRADE
SA1,2021/01/28 21:30:00,1526.34,55.71,TRADE
SA1,2021/01/28 22:00:00,1459.89,39.01,TRADE
SA1,2021/01/28 22:30:00,1412.46,54.39,TRADE
SA1,2021/01/28 23:00:00,1366.01,45.42,TRADE
SA1,2021/01/28 23:30:00,1361.74,37.57,TRADE
SA1,2021/01/29 00:00:00,1496.43,39.58,TRADE
SA1,2021/01/29 00:30:00,1486.08,38.78,TRADE
SA1,2021/01/29 01:00:00,1419.44,40.06,TRADE
SA1,2021/01/29 01:30:00,1347.71,48.64,TRADE
SA1,2021/01/29 02:00:00,1303.61,47.86,TRADE
SA1,2021/01/29 02:30:00,1270.39,43.44,TRADE
SA1,2021/01/29 03:00:00,1286.59,51.65,TRADE
SA1,2021/01/29 03:30:00,1270.77,58.64,TRADE
SA1,2021/01/29 04:00:00,1267.92,60.44,TRADE
SA1,2021/01/29 04:30:00,1283.12,60.44,TRADE
SA1,2021/01/29 05:00:00,1319.24,61.30,TRADE
SA1,2021/01/29 05:30:00,1344.01,61.74,TRADE
SA1,2021/01/29 06:00:00,1419.26,71.50,TRADE
SA1,2021/01/29 06:30:00,1462.19,62,TRADE
SA1,2021/01/29 07:00:00,1507.92,62.71,TRADE
SA1,2021/01/29 07:30:00,1517.39,61.74,TRADE
SA1,2021/01/29 08:00:00,1449.41,61.48,TRADE
SA1,2021/01/29 08:30:00,1373.21,60.96,TRADE
SA1,2021/01/29 09:00:00,1256.25,60.39,TRADE
SA1,2021/01/29 09:30:00,1151.41,52.93,TRADE
SA1,2021/01/29 10:00:00,1043.27,40.53,TRADE
SA1,2021/01/29 10:30:00,950.62,37.04,TRADE
SA1,2021/01/29 11:00:00,875.32,38.12,TRADE
SA1,2021/01/29 11:30:00,831.24,36.04,TRADE
SA1,2021/01/29 12:00:00,801.82,35.05,TRADE
SA1,2021/01/29 12:30:00,784.4,35.94,TRADE
SA1,2021/01/29 13:00:00,796.93,34.31,TRADE
SA1,2021/01/29 13:30:00,836.9,32.21,TRADE
SA1,2021/01/29 14:00:00,858.81,29.67,TRADE
SA1,2021/01/29 14:30:00,855.88,23.85,TRADE
SA1,2021/01/29 15:00:00,862.06,27.62,TRADE
SA1,2021/01/29 15:30:00,896.33,27.91,TRADE
SA1,2021/01/29 16:00:00,988.18,27.77,TRADE
SA1,2021/01/29 16:30:00,1077.73,29.40,TRADE
SA1,2021/01/29 17:00:00,1171.48,30.45,TRADE
SA1,2021/01/29 17:30:00,1250.43,30.61,TRADE
SA1,2021/01/29 18:00:00,1306.68,33.38,TRADE
SA1,2021/01/29 18:30:00,1412.66,36.14,TRADE
SA1,2021/01/29 19:00:00,1488.72,39.29,TRADE
SA1,2021/01/29 19:30:00,1561.43,53.67,TRADE
SA1,2021/01/29 20:00:00,1530.64,67.70,TRADE
SA1,2021/01/29 20:30:00,1511.68,59.40,TRADE
SA1,2021/01/29 21:00:00,1499.52,54.62,TRADE
SA1,2021/01/29 21:30:00,1479.16,57.04,TRADE
SA1,2021/01/29 22:00:00,1422.78,57.77,TRADE
SA1,2021/01/29 22:30:00,1383.52,59.13,TRADE
SA1,2021/01/29 23:00:00,1341.11,60.26,TRADE
SA1,2021/01/29 23:30:00,1304.01,61,TRADE
SA1,2021/01/30 00:00:00,1424.25,62.05,TRADE
SA1,2021/01/30 00:30:00,1401.41,58.64,TRADE
SA1,2021/01/30 01:00:00,1333.03,50.16,TRADE
SA1,2021/01/30 01:30:00,1261.02,44.61,TRADE
SA1,2021/01/30 02:00:00,1210.28,38.13,TRADE
SA1,2021/01/30 02:30:00,1176.77,36.58,TRADE
SA1,2021/01/30 03:00:00,1163.11,40.40,TRADE
SA1,2021/01/30 03:30:00,1131.94,31.57,TRADE
SA1,2021/01/30 04:00:00,1125.63,32.13,TRADE
SA1,2021/01/30 04:30:00,1133.98,51.83,TRADE
SA1,2021/01/30 05:00:00,1140.39,56.04,TRADE
SA1,2021/01/30 05:30:00,1156.01,59.87,TRADE
SA1,2021/01/30 06:00:00,1212.14,80.57,TRADE
SA1,2021/01/30 06:30:00,1201.71,61.17,TRADE
SA1,2021/01/30 07:00:00,1210.61,61.31,TRADE
SA1,2021/01/30 07:30:00,1219.56,49.10,TRADE
SA1,2021/01/30 08:00:00,1189.22,18.29,TRADE
SA1,2021/01/30 08:30:00,1149.39,-8.48,TRADE
SA1,2021/01/30 09:00:00,1119,-27.92,TRADE
SA1,2021/01/30 09:30:00,1078.99,-32.67,TRADE
SA1,2021/01/30 10:00:00,1056.93,-24.82,TRADE
SA1,2021/01/30 10:30:00,955.84,-6.06,TRADE
SA1,2021/01/30 11:00:00,850.48,0.59,TRADE
SA1,2021/01/30 11:30:00,728.47,-25.68,TRADE
SA1,2021/01/30 12:00:00,640.68,-53.76,TRADE
SA1,2021/01/30 12:30:00,561.29,-33.35,TRADE
SA1,2021/01/30 13:00:00,510.27,-22.36,TRADE
SA1,2021/01/30 13:30:00,459.15,-25.68,TRADE
SA1,2021/01/30 14:00:00,473.3,-37.21,TRADE
SA1,2021/01/30 14:30:00,493.45,-52.42,TRADE
SA1,2021/01/30 15:00:00,499.33,-34.95,TRADE
SA1,2021/01/30 15:30:00,540.3,-30.53,TRADE
SA1,2021/01/30 16:00:00,601.82,-37.69,TRADE
SA1,2021/01/30 16:30:00,691.34,-22.80,TRADE
SA1,2021/01/30 17:00:00,765.25,-3.77,TRADE
SA1,2021/01/30 17:30:00,871.23,-10.76,TRADE
SA1,2021/01/30 18:00:00,1037.68,4.45,TRADE
SA1,2021/01/30 18:30:00,1148.23,30.04,TRADE
SA1,2021/01/30 19:00:00,1233.11,33.88,TRADE
SA1,2021/01/30 19:30:00,1280.52,35.48,TRADE
SA1,2021/01/30 20:00:00,1307.87,37.54,TRADE
SA1,2021/01/30 20:30:00,1303.85,36.20,TRADE
SA1,2021/01/30 21:00:00,1304.5,35.41,TRADE
SA1,2021/01/30 21:30:00,1278.78,32.67,TRADE
SA1,2021/01/30 22:00:00,1251.88,32.36,TRADE
SA1,2021/01/30 22:30:00,1205.94,32.95,TRADE
SA1,2021/01/30 23:00:00,1153.57,30.75,TRADE
SA1,2021/01/30 23:30:00,1170.16,33.49,TRADE
SA1,2021/01/31 00:00:00,1326.53,34.89,TRADE
SA1,2021/01/31 00:30:00,1308.58,33.02,TRADE
SA1,2021/01/31 01:00:00,1277.25,31.70,TRADE
SA1,2021/01/31 01:30:00,1194.39,28.54,TRADE
SA1,2021/01/31 02:00:00,1146.2,27.96,TRADE
SA1,2021/01/31 02:30:00,1115.62,22.40,TRADE
SA1,2021/01/31 03:00:00,1110.86,14.42,TRADE
SA1,2021/01/31 03:30:00,1110.83,9.07,TRADE
SA1,2021/01/31 04:00:00,1115.6,12.80,TRADE
SA1,2021/01/31 04:30:00,1107.23,8.94,TRADE
SA1,2021/01/31 05:00:00,1098.94,11.93,TRADE
SA1,2021/01/31 05:30:00,1098.23,26.58,TRADE
SA1,2021/01/31 06:00:00,1098.73,27.63,TRADE
SA1,2021/01/31 06:30:00,1070.67,26.88,TRADE
SA1,2021/01/31 07:00:00,1057.4,11.31,TRADE
SA1,2021/01/31 07:30:00,1020.51,-37.29,TRADE
SA1,2021/01/31 08:00:00,950.26,-25.05,TRADE
SA1,2021/01/31 08:30:00,884.82,-67.73,TRADE
SA1,2021/01/31 09:00:00,830.11,-81.31,TRADE
SA1,2021/01/31 09:30:00,744.85,-86.48,TRADE
SA1,2021/01/31 10:00:00,667.31,-64.61,TRADE
SA1,2021/01/31 10:30:00,612.62,-30.98,TRADE
SA1,2021/01/31 11:00:00,546.66,0.47,TRADE
SA1,2021/01/31 11:30:00,470.24,-2.37,TRADE
SA1,2021/01/31 12:00:00,554.2,1.30,TRADE
SA1,2021/01/31 12:30:00,522.82,0.06,TRADE
SA1,2021/01/31 13:00:00,470.89,-13.42,TRADE
SA1,2021/01/31 13:30:00,489.49,-2.82,TRADE
SA1,2021/01/31 14:00:00,514.92,-14.70,TRADE
SA1,2021/01/31 14:30:00,664.27,1.13,TRADE
SA1,2021/01/31 15:00:00,710.04,-5.74,TRADE
SA1,2021/01/31 15:30:00,739.63,-1.57,TRADE
SA1,2021/01/31 16:00:00,875.32,-0.95,TRADE
SA1,2021/01/31 16:30:00,1024.18,29.87,TRADE
SA1,2021/01/31 17:00:00,986.69,33.29,TRADE
SA1,2021/01/31 17:30:00,1166.54,42.23,TRADE
SA1,2021/01/31 18:00:00,1265.33,43.91,TRADE
SA1,2021/01/31 18:30:00,1306.57,60.91,TRADE
SA1,2021/01/31 19:00:00,1365.26,53.27,TRADE
SA1,2021/01/31 19:30:00,1394,45.44,TRADE
SA1,2021/01/31 20:00:00,1407.71,43.70,TRADE
SA1,2021/01/31 20:30:00,1414.77,50.92,TRADE
SA1,2021/01/31 21:00:00,1400.11,55.86,TRADE
SA1,2021/01/31 21:30:00,1379.39,61,TRADE
SA1,2021/01/31 22:00:00,1331.87,59.54,TRADE
SA1,2021/01/31 22:30:00,1280.59,40.49,TRADE
SA1,2021/01/31 23:00:00,1249.64,37.04,TRADE
SA1,2021/01/31 23:30:00,1230.32,34.72,TRADE
SA1,2021/02/01 00:00:00,1369.41,32.92,TRADE
